Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2168,908102100,20,RL,70.0,9170,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,GLQ,96.0,420.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,1214,1.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1965.0,Unf,2.0,461.0,Fa,Fa,Y,0,0,184,0,0,0,,GdPrv,Shed,400,4,2007,WD ,Normal,140000
1880,534252070,90,RL,,10899,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,TA,8,Typ,0,,CarPort,1964.0,Unf,3.0,530.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD ,Normal,103000
256,906477110,80,RL,80.0,8816,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504.0,Unf,0.0,506.0,1010.0,GasA,Gd,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1971.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD ,Normal,155000
482,528250040,60,RL,,8174,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,494.0,Unf,0.0,204.0,698.0,GasA,Ex,Y,SBrkr,698,644,0,1342,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,393.0,TA,TA,Y,100,56,0,0,0,0,,,,0,5,2009,WD ,Normal,178000
1679,527451020,160,RM,24.0,2016,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,SBrkr,630,672,0,1302,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,1970.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD ,Normal,106000
1962,535451110,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,398.0,BLQ,149.0,317.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1980.0,RFn,2.0,720.0,TA,TA,Y,194,0,0,0,0,0,,,,0,7,2007,WD ,Normal,129000
1633,527182170,160,RL,,5062,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828.0,LwQ,182.0,180.0,1190.0,GasA,Gd,Y,SBrkr,1190,900,0,2090,1.0,0.0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,1984.0,Fin,2.0,577.0,TA,TA,Y,219,0,0,0,0,0,,,,0,9,2007,WD ,Normal,207500
2028,903427040,50,RM,60.0,8520,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,LwQ,546.0,0.0,714.0,GasW,TA,N,SBrkr,1664,862,0,2526,0.0,0.0,2,0,5,1,Gd,10,Typ,1,Gd,Detchd,1916.0,Unf,1.0,216.0,TA,TA,Y,88,15,0,0,0,0,,GdWo,,0,8,2007,CWD,Family,136000
1765,528340030,60,RL,89.0,10557,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,GasA,Ex,Y,SBrkr,1671,1407,0,3078,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1998.0,Fin,3.0,806.0,TA,TA,Y,108,87,0,0,0,0,,,,0,7,2007,WD ,Normal,410000
2164,907414070,20,RL,65.0,8769,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,709.0,Unf,0.0,460.0,1169.0,GasA,Ex,Y,SBrkr,1190,0,0,1190,1.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005.0,RFn,2.0,578.0,TA,TA,Y,100,41,0,0,0,0,,,,0,10,2007,WD ,Normal,173500
2520,533253050,120,RL,36.0,3640,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,860.0,Unf,0.0,176.0,1036.0,GasA,TA,Y,SBrkr,1036,0,0,1036,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Detchd,1980.0,Fin,2.0,484.0,TA,TA,Y,133,108,0,0,0,0,,,,0,9,2006,WD ,Normal,188000
2231,909475230,20,RL,70.0,18044,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,279.0,279.0,GasA,Gd,Y,SBrkr,2726,0,0,2726,0.0,0.0,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,1986.0,Fin,2.0,691.0,Gd,Gd,Y,216,64,169,0,0,228,Ex,,,0,8,2007,WD ,Normal,315000
2657,902207110,30,RM,48.0,5747,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Gd,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,1,Fa,5,Typ,0,,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,0,0,0,0,0,,,,0,6,2006,WD ,Normal,64000
539,531371050,20,RL,67.0,10083,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2003.0,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,0,0,,,,0,8,2009,WD ,Normal,184900
2225,909428340,20,RL,,21579,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,813.0,Unf,0.0,675.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1968.0,RFn,2.0,552.0,TA,TA,Y,0,0,216,0,0,0,,,,0,9,2007,CWD,Normal,215000
464,528188060,160,RL,36.0,2268,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,567.0,Unf,0.0,197.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,,,,0,7,2009,WD ,Normal,173000
269,907290170,120,RM,,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,672.0,Unf,0.0,176.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,,,,0,4,2010,WD ,Normal,143750
1309,902300215,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,876.0,876.0,GasA,Gd,Y,SBrkr,876,540,0,1416,0.0,0.0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3.0,720.0,TA,TA,Y,418,0,194,0,0,0,,,,0,6,2008,WD ,Normal,153900
2632,535478010,85,RL,69.0,10205,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784.0,Unf,0.0,141.0,925.0,GasA,TA,Y,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1.0,300.0,TA,TA,Y,150,72,0,0,0,0,,,,0,5,2006,WD ,Normal,134500
603,534277090,20,RL,,9450,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,265.0,1040.0,GasA,TA,Y,SBrkr,1362,0,0,1362,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1982.0,RFn,3.0,768.0,TA,TA,Y,0,0,84,0,0,0,,MnPrv,,0,5,2009,WD ,Normal,140000
1471,907295020,20,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994.0,Unf,0.0,484.0,1478.0,GasA,Ex,Y,SBrkr,1493,0,0,1493,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,508.0,TA,TA,Y,140,39,0,0,0,0,,,,0,4,2008,WD ,Normal,208900
1997,902305010,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1930,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Rec,316.0,Unf,0.0,371.0,687.0,GasA,Gd,Y,SBrkr,687,671,0,1358,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,2004.0,Unf,1.0,336.0,TA,TA,Y,0,32,0,0,0,0,,MnPrv,,0,7,2007,WD ,Partial,124500
2439,528280100,60,RL,,11214,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasA,Gd,Y,SBrkr,956,930,0,1886,0.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2.0,431.0,TA,TA,Y,89,0,0,0,0,0,,,,0,7,2006,WD ,Normal,199900
951,914475010,85,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,767.0,Unf,0.0,135.0,902.0,GasA,Ex,Y,SBrkr,926,0,0,926,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1977.0,Unf,1.0,351.0,TA,TA,Y,319,0,0,0,0,0,,MnPrv,,0,4,2009,WD ,Normal,156450
1926,535179120,20,RL,72.0,9770,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,TA,Y,FuseA,922,0,0,922,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,34,0,0,0,0,,GdWo,,0,4,2007,WD ,Normal,116000
2418,528222010,60,RL,96.0,11631,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1052.0,1052.0,GasA,Ex,Y,SBrkr,1052,1321,0,2373,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,0,0,,,,0,6,2006,New,Partial,258000
342,526302110,20,RL,74.0,13008,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,No,Rec,564.0,Unf,0.0,318.0,882.0,GasA,TA,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,502.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD ,Normal,124500
1392,905201120,20,RL,,13284,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064.0,Unf,0.0,319.0,1383.0,GasA,TA,Y,SBrkr,1383,0,0,1383,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1.0,354.0,TA,TA,Y,511,116,0,0,0,0,,GdPrv,,0,6,2008,WD ,Normal,165000
1663,527402090,80,RL,70.0,10500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,349.0,Unf,0.0,23.0,372.0,GasA,TA,Y,SBrkr,576,533,0,1109,0.0,1.0,1,0,3,1,TA,5,Typ,0,,BuiltIn,1971.0,Unf,1.0,288.0,TA,TA,Y,35,0,0,0,0,0,,GdWo,,0,12,2007,WD ,Normal,139000
1310,902300260,75,RM,53.0,5350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,116.0,Unf,0.0,508.0,624.0,GasA,Ex,Y,SBrkr,730,720,0,1450,0.0,0.0,1,0,3,1,TA,7,Typ,0,,Detchd,1935.0,Unf,1.0,288.0,TA,TA,Y,0,192,0,0,0,0,,MnPrv,,0,3,2008,WD ,Normal,132000
1939,535327160,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,793.0,Unf,0.0,130.0,923.0,GasA,TA,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1955.0,Unf,1.0,390.0,TA,TA,Y,81,0,0,0,0,0,,GdWo,,0,3,2007,WD ,Normal,116900
2027,903426010,70,RM,,5700,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,336.0,Unf,0.0,336.0,672.0,GasA,Gd,N,FuseA,672,672,0,1344,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1979.0,Unf,2.0,456.0,TA,TA,Y,0,0,70,0,0,0,,GdPrv,,0,9,2007,WD ,Normal,140000
477,528235200,80,RL,59.0,9434,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,,,,0,8,2009,WD ,Normal,170000
935,909451140,160,RM,24.0,1612,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,154,0,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,121000
2067,905226050,30,RL,,25339,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1416,0,0,1416,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Unf,2.0,576.0,TA,TA,N,0,0,112,0,0,0,,,,0,8,2007,WD ,Normal,112000
1012,527212050,60,RL,77.0,11198,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,1122.0,GasA,Ex,Y,SBrkr,1134,1370,0,2504,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,656.0,TA,TA,Y,144,39,0,0,0,0,,,,0,6,2008,WD ,Normal,325000
1473,907405020,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,Unf,0.0,726.0,1536.0,GasA,Ex,Y,SBrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2002.0,RFn,2.0,532.0,TA,TA,Y,192,74,0,0,0,0,,,,0,12,2008,WD ,Normal,214000
2134,907192150,60,RL,72.0,11317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,828,0,1668,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003.0,RFn,2.0,500.0,TA,TA,Y,144,68,0,0,0,0,,,,0,9,2007,WD ,Normal,180000
1353,903401020,50,RL,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,329.0,Unf,0.0,697.0,1026.0,GasA,Ex,Y,SBrkr,1133,687,0,1820,1.0,0.0,2,0,4,1,TA,8,Typ,0,,Detchd,1925.0,Unf,1.0,240.0,TA,TA,N,0,100,0,0,0,0,,GdPrv,,0,6,2008,WD ,Normal,184000
630,535150070,50,RL,,12513,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Gd,Y,SBrkr,1281,457,0,1738,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1920.0,Unf,1.0,368.0,TA,TA,Y,55,0,0,0,0,0,,,,0,6,2009,WD ,Normal,104900
1989,902207150,30,RM,60.0,8520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,968.0,968.0,GasA,TA,Y,SBrkr,968,0,0,968,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1935.0,Unf,2.0,480.0,Fa,TA,N,0,0,184,0,0,0,,,,0,7,2007,WD ,Normal,100000
1264,535426260,20,RL,,10920,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733.0,Unf,0.0,520.0,1253.0,GasA,TA,Y,SBrkr,1253,0,0,1253,1.0,0.0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960.0,RFn,1.0,352.0,TA,TA,Y,0,213,176,0,0,0,,GdWo,,0,5,2008,WD ,Normal,157000
1610,924100020,60,RL,,11075,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,562.0,LwQ,193.0,29.0,784.0,GasA,Ex,Y,SBrkr,1168,800,0,1968,0.0,1.0,2,1,4,1,TA,7,Min2,1,Po,Attchd,1969.0,RFn,2.0,530.0,TA,TA,Y,305,189,0,0,0,0,,MnPrv,Shed,400,9,2008,WD ,Normal,172000
2050,905100080,85,RL,75.0,11235,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1964,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.0,TA,TA,CBlock,Gd,TA,Av,BLQ,785.0,Unf,0.0,635.0,1420.0,GasA,Gd,Y,SBrkr,1452,0,0,1452,1.0,0.0,1,0,2,1,TA,6,Min2,1,TA,Detchd,1964.0,Unf,2.0,572.0,TA,TA,Y,92,0,88,0,0,0,,,,0,11,2007,WD ,Normal,158450
97,533212010,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,,,,0,6,2010,WD ,Normal,151000
1047,527452150,120,RL,53.0,4043,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559.0,Unf,0.0,510.0,1069.0,GasA,TA,Y,SBrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,TA,4,Typ,0,,Attchd,1977.0,RFn,2.0,440.0,TA,TA,Y,0,55,0,0,200,0,,,,0,10,2008,COD,Abnorml,140000
589,534129380,20,RL,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,0.0,261.0,1216.0,GasA,TA,Y,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1969.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD ,Abnorml,113000
1416,905479110,190,RL,68.0,10880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,0.0,124.0,1164.0,GasW,TA,N,SBrkr,1164,0,0,1164,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0,48,0,0,0,0,,,,0,8,2008,ConLD,Normal,125000
